시도,시군구,행정구역,용도지역별,항목,단위,2016 년,2017 년,2018 년,2019 년,2020 년
경기도,오산시,경기도_오산시,녹지지역,비율,%,66.36,66.36,66.05,65.92,65.3
경기도,오산시,경기도_오산시,보전녹지,면적,㎡,4285636,4285636,4282294,4282294,4244115
경기도,오산시,경기도_오산시,자연녹지,면적,㎡,20815836,20897460,20766125,20713549,20483577
경기도,오산시,경기도_오산시,생산녹지,면적,㎡,3273401,3191641,3191641,3191641,3191641
경기도,오산시,경기도_오산시,미지정지역,면적,㎡,0,0,0,0,0
경기도,오산시,경기도_오산시,미지정지역,비율,%,0,0,0,0,0
경기도,구리시,경기도_구리시,도시지역,면적,㎡,33292067,33292067,33292067,33292067,33292067
경기도,구리시,경기도_구리시,주거지역,면적,㎡,7062958,7084333,7085265,7380123,7380123
경기도,구리시,경기도_구리시,주거지역,비율,%,21.22,21.28,21.28,22.17,22.17
경기도,구리시,경기도_구리시,전용주거_계,면적,㎡,0,0,0,0,0
경기도,구리시,경기도_구리시,전용주거_1종,면적,㎡,0,0,0,0,0
경기도,구리시,경기도_구리시,전용주거_2종,면적,㎡,0,0,0,0,0
경기도,구리시,경기도_구리시,일반주거지역_계,면적,㎡,6750653,6767785,6768758,6989526,6978387
경기도,구리시,경기도_구리시,일반주거지역_1종,면적,㎡,2834853,2856225,2828563,2587036,2587046
경기도,구리시,경기도_구리시,일반주거지역_2종,면적,㎡,1752733,1748493,1777014,1907881,1907871
경기도,구리시,경기도_구리시,일반주거지역_3종,면적,㎡,2163067,2163067,2163181,2494609,2483470
경기도,구리시,경기도_구리시,준주거지역,면적,㎡,312305,316548,316507,390597,401736
경기도,구리시,경기도_구리시,상업지역,면적,㎡,730392,730398,730432,775167,775167
경기도,구리시,경기도_구리시,상업지역,비율,%,2.19,2.19,2.19,2.33,2.33
경기도,구리시,경기도_구리시,중심상업,면적,㎡,0,0,0,0,0
경기도,구리시,경기도_구리시,일반상업,면적,㎡,508732,508738,508756,547337,547337
경기도,구리시,경기도_구리시,근린상업,면적,㎡,45830,45830,45846,45846,45846
경기도,구리시,경기도_구리시,유통상업,면적,㎡,175830,175830,175830,181984,181984
경기도,구리시,경기도_구리시,공업지역,면적,㎡,0,0,0,0,0
경기도,구리시,경기도_구리시,공업지역,비율,%,0,0,0,0,0
경기도,구리시,경기도_구리시,전용공업,면적,㎡,0,0,0,0,0
경기도,구리시,경기도_구리시,일반공업,면적,㎡,0,0,0,0,0
경기도,구리시,경기도_구리시,준공업,면적,㎡,0,0,0,0,0
경기도,구리시,경기도_구리시,녹지지역,면적,㎡,25498717,25477336,25476370,25136777,25136777
경기도,구리시,경기도_구리시,녹지지역,비율,%,76.59,76.53,76.52,75.5,75.5
경기도,구리시,경기도_구리시,보전녹지,면적,㎡,0,0,0,0,0
경기도,구리시,경기도_구리시,자연녹지,면적,㎡,25498717,25477336,25476370,25136777,25136777
경기도,구리시,경기도_구리시,생산녹지,면적,㎡,0,0,0,0,0
경기도,구리시,경기도_구리시,미지정지역,면적,㎡,0,0,0,0,0
경기도,구리시,경기도_구리시,미지정지역,비율,%,0,0,0,0,0
경기도,안성시,경기도_안성시,도시지역,면적,㎡,155905229,155905229,155948886,156213560,155860500
경기도,안성시,경기도_안성시,주거지역,면적,㎡,10009013,10009013,10103457,10131824,10763728
경기도,안성시,경기도_안성시,주거지역,비율,%,6.42,6.42,6.48,6.49,6.91
경기도,안성시,경기도_안성시,전용주거_계,면적,㎡,754874,754874,743785,743785,819184
경기도,안성시,경기도_안성시,전용주거_1종,면적,㎡,754874,754874,743785,743785,819184
경기도,안성시,경기도_안성시,전용주거_2종,면적,㎡,0,0,0,0,0
경기도,안성시,경기도_안성시,일반주거지역_계,면적,㎡,8895028,8895028,8930224,8958591,9585329
경기도,안성시,경기도_안성시,일반주거지역_1종,면적,㎡,4834437,4834437,4707276,4707276,4951101
경기도,안성시,경기도_안성시,일반주거지역_2종,면적,㎡,3425409,3425409,3587766,3616133,3555515
경기도,안성시,경기도_안성시,일반주거지역_3종,면적,㎡,635182,635182,635182,635182,1078713
경기도,안성시,경기도_안성시,준주거지역,면적,㎡,359111,359111,429448,429448,359215
경기도,안성시,경기도_안성시,상업지역,면적,㎡,1106367,1106367,1106367,1106367,1153355
경기도,안성시,경기도_안성시,상업지역,비율,%,0.71,0.71,0.71,0.71,0.74
경기도,안성시,경기도_안성시,중심상업,면적,㎡,0,0,0,0,0
경기도,안성시,경기도_안성시,일반상업,면적,㎡,485060,485060,485060,485060,528379
경기도,안성시,경기도_안성시,근린상업,면적,㎡,186171,186171,186171,186171,186556
경기도,안성시,경기도_안성시,유통상업,면적,㎡,435136,435136,435136,435136,438420
경기도,안성시,경기도_안성시,공업지역,면적,㎡,5262068,5262068,5393643,6330465,5576045
경기도,안성시,경기도_안성시,공업지역,비율,%,3.38,3.38,3.46,4.05,3.58
경기도,안성시,경기도_안성시,전용공업,면적,㎡,0,0,0,0,0
경기도,안성시,경기도_안성시,일반공업,면적,㎡,4558625,4558625,4690200,5506649,4743441
경기도,안성시,경기도_안성시,준공업,면적,㎡,703443,703443,703443,823816,832604
경기도,안성시,경기도_안성시,녹지지역,면적,㎡,139527781,139527781,139345419,138644904,138367372
경기도,안성시,경기도_안성시,녹지지역,비율,%,89.5,89.5,89.35,88.75,88.78
경기도,안성시,경기도_안성시,보전녹지,면적,㎡,28137658,28137658,28137658,28137658,28038487
경기도,안성시,경기도_안성시,자연녹지,면적,㎡,95384721,95384721,95202359,94510958,94546694
경기도,안성시,경기도_안성시,생산녹지,면적,㎡,16005402,16005402,16005402,15996288,15782191
경기도,안성시,경기도_안성시,미지정지역,면적,㎡,0,0,0,0,0
경기도,안성시,경기도_안성시,미지정지역,비율,%,0,0,0,0,0
경기도,포천시,경기도_포천시,도시지역,면적,㎡,38614315,39013035,39013035,39013035,39212343
경기도,포천시,경기도_포천시,주거지역,면적,㎡,8593489,8619269,8621552,8621552,8626021
경기도,포천시,경기도_포천시,주거지역,비율,%,22.25,22.09,22.1,22.1,22
경기도,포천시,경기도_포천시,전용주거_계,면적,㎡,0,0,0,0,0
경기도,포천시,경기도_포천시,전용주거_1종,면적,㎡,0,0,0,0,0
경기도,포천시,경기도_포천시,전용주거_2종,면적,㎡,0,0,0,0,0
경기도,포천시,경기도_포천시,일반주거지역_계,면적,㎡,8232317,8258097,8261625,8261625,8266060
경기도,포천시,경기도_포천시,일반주거지역_1종,면적,㎡,5273951,5234599,5238127,5238127,5137518
경기도,포천시,경기도_포천시,일반주거지역_2종,면적,㎡,2511974,2577106,2577106,2577106,2682180
경기도,포천시,경기도_포천시,일반주거지역_3종,면적,㎡,446392,446392,446392,446392,446362
경기도,포천시,경기도_포천시,준주거지역,면적,㎡,361172,361172,359927,359927,359961
경기도,포천시,경기도_포천시,상업지역,면적,㎡,560237,560237,560237,560237,560224
경기도,포천시,경기도_포천시,상업지역,비율,%,1.45,1.44,1.44,1.44,1.43
경기도,포천시,경기도_포천시,중심상업,면적,㎡,0,0,0,0,0
경기도,포천시,경기도_포천시,일반상업,면적,㎡,560237,560237,560237,560237,560224
경기도,포천시,경기도_포천시,근린상업,면적,㎡,0,0,0,0,0
경기도,포천시,경기도_포천시,유통상업,면적,㎡,0,0,0,0,0
경기도,포천시,경기도_포천시,공업지역,면적,㎡,2274405,2673125,2673125,2673125,2672085
경기도,포천시,경기도_포천시,공업지역,비율,%,5.89,6.85,6.85,6.85,6.81
경기도,포천시,경기도_포천시,전용공업,면적,㎡,179565,179565,179565,179565,179561
경기도,포천시,경기도_포천시,일반공업,면적,㎡,1823637,2211994,2211994,2211994,2154941
경기도,포천시,경기도_포천시,준공업,면적,㎡,271203,281566,281566,281566,337583
경기도,포천시,경기도_포천시,녹지지역,면적,㎡,27186184,27160404,27158121,27158121,27178379
경기도,포천시,경기도_포천시,녹지지역,비율,%,70.4,69.62,69.61,69.61,69.31
경기도,포천시,경기도_포천시,보전녹지,면적,㎡,82288,82288,82288,82288,82516
경기도,포천시,경기도_포천시,자연녹지,면적,㎡,20853656,20827876,20834202,20834202,21156347
경기도,포천시,경기도_포천시,생산녹지,면적,㎡,6250240,6250240,6241631,6241631,5939516
경기도,포천시,경기도_포천시,미지정지역,면적,㎡,0,0,0,0,175634
경기도,포천시,경기도_포천시,미지정지역,비율,%,0,0,0,0,0.45
경기도,의왕시,경기도_의왕시,도시지역,면적,㎡,53991234,53991234,53991234,53990394,53991357
경기도,의왕시,경기도_의왕시,주거지역,면적,㎡,6369479,6386083,6386083,6758673,6757696
경기도,의왕시,경기도_의왕시,주거지역,비율,%,11.8,11.83,11.83,12.52,12.52
경기도,의왕시,경기도_의왕시,전용주거_계,면적,㎡,132485,132485,132485,132485,132485
경기도,의왕시,경기도_의왕시,전용주거_1종,면적,㎡,132485,132485,132485,132485,132485
경기도,의왕시,경기도_의왕시,전용주거_2종,면적,㎡,0,0,0,0,0
경기도,의왕시,경기도_의왕시,일반주거지역_계,면적,㎡,5594452,5594452,5594452,5915146,5914656
경기도,의왕시,경기도_의왕시,일반주거지역_1종,면적,㎡,1687147,1687147,1687147,1883042,1878740
경기도,의왕시,경기도_의왕시,일반주거지역_2종,면적,㎡,1773931,1773931,1773931,1613405,1617565
경기도,의왕시,경기도_의왕시,일반주거지역_3종,면적,㎡,2133374,2133374,2133374,2418699,2418351
경기도,의왕시,경기도_의왕시,준주거지역,면적,㎡,642542,659146,659146,711042,710555
경기도,의왕시,경기도_의왕시,상업지역,면적,㎡,281757,281757,281757,281663,281917
경기도,의왕시,경기도_의왕시,상업지역,비율,%,0.52,0.52,0.52,0.52,0.52
경기도,의왕시,경기도_의왕시,중심상업,면적,㎡,0,0,0,0,0
경기도,의왕시,경기도_의왕시,일반상업,면적,㎡,281757,281757,281757,281663,281917
경기도,의왕시,경기도_의왕시,근린상업,면적,㎡,0,0,0,0,0
경기도,의왕시,경기도_의왕시,유통상업,면적,㎡,0,0,0,0,0
경기도,의왕시,경기도_의왕시,공업지역,면적,㎡,1131867,1131867,1131867,1131867,1131867
경기도,의왕시,경기도_의왕시,공업지역,비율,%,2.1,2.1,2.1,2.1,2.1
경기도,의왕시,경기도_의왕시,전용공업,면적,㎡,0,0,0,0,0
경기도,의왕시,경기도_의왕시,일반공업,면적,㎡,1034227,1034227,1034227,1034227,1034227
경기도,의왕시,경기도_의왕시,준공업,면적,㎡,97640,97640,97640,97640,97640
경기도,의왕시,경기도_의왕시,녹지지역,면적,㎡,46208131,46191527,46191527,45818191,45819877
경기도,의왕시,경기도_의왕시,녹지지역,비율,%,85.58,85.55,85.55,84.86,84.87
경기도,의왕시,경기도_의왕시,보전녹지,면적,㎡,0,0,0,0,0
경기도,의왕시,경기도_의왕시,자연녹지,면적,㎡,46208131,46191527,46191527,45818191,45819877
경기도,의왕시,경기도_의왕시,생산녹지,면적,㎡,0,0,0,0,0
경기도,의왕시,경기도_의왕시,미지정지역,면적,㎡,0,0,0,0,0
경기도,의왕시,경기도_의왕시,미지정지역,비율,%,0,0,0,0,0
경기도,하남시,경기도_하남시,도시지역,면적,㎡,93044654,93044652,93044652,93044652,93044654
경기도,하남시,경기도_하남시,주거지역,면적,㎡,13721098,13722196,13722196,13722196,13722198
경기도,하남시,경기도_하남시,주거지역,비율,%,14.75,14.75,14.75,14.75,14.75
경기도,하남시,경기도_하남시,전용주거_계,면적,㎡,255209,255209,255209,255209,255209
경기도,하남시,경기도_하남시,전용주거_1종,면적,㎡,255209,255209,255209,255209,255209
경기도,하남시,경기도_하남시,전용주거_2종,면적,㎡,0,0,0,0,0
경기도,하남시,경기도_하남시,일반주거지역_계,면적,㎡,11999760,12000837,12000837,12000837,12000647
경기도,하남시,경기도_하남시,일반주거지역_1종,면적,㎡,6102558,6174595,6174595,6174595,6129840
경기도,하남시,경기도_하남시,일반주거지역_2종,면적,㎡,1421622,1350662,1350662,1350662,1327578
경기도,하남시,경기도_하남시,일반주거지역_3종,면적,㎡,4475580,4475580,4475580,4475580,4543229
경기도,하남시,경기도_하남시,준주거지역,면적,㎡,1466129,1466150,1466150,1466150,1466342
경기도,하남시,경기도_하남시,상업지역,면적,㎡,1085464,1085464,1085464,1085464,1085464
경기도,하남시,경기도_하남시,상업지역,비율,%,1.17,1.17,1.17,1.17,1.17
경기도,하남시,경기도_하남시,중심상업,면적,㎡,304276,304276,304276,304276,304276
경기도,하남시,경기도_하남시,일반상업,면적,㎡,589726,589726,589726,589726,589726
경기도,하남시,경기도_하남시,근린상업,면적,㎡,191462,191462,191462,191462,191462
경기도,하남시,경기도_하남시,유통상업,면적,㎡,0,0,0,0,0
경기도,하남시,경기도_하남시,공업지역,면적,㎡,216649,216649,216649,216649,216649
경기도,하남시,경기도_하남시,공업지역,비율,%,0.23,0.23,0.23,0.23,0.23
경기도,하남시,경기도_하남시,전용공업,면적,㎡,0,0,0,0,0
경기도,하남시,경기도_하남시,일반공업,면적,㎡,130224,130224,130224,130224,130224
경기도,하남시,경기도_하남시,준공업,면적,㎡,86425,86425,86425,86425,86425
경기도,하남시,경기도_하남시,녹지지역,면적,㎡,78021443,78020343,78020343,78020343,78020343
경기도,하남시,경기도_하남시,녹지지역,비율,%,83.85,83.85,83.85,83.85,83.85
경기도,하남시,경기도_하남시,보전녹지,면적,㎡,0,0,0,0,0
경기도,하남시,경기도_하남시,자연녹지,면적,㎡,78021443,78020343,78020343,78020343,78020343
경기도,하남시,경기도_하남시,생산녹지,면적,㎡,0,0,0,0,0
경기도,하남시,경기도_하남시,미지정지역,면적,㎡,0,0,0,0,0
경기도,하남시,경기도_하남시,미지정지역,비율,%,0,0,0,0,0
경기도,여주시,경기도_여주시,도시지역,면적,㎡,25929042,26093192,26093192,26093192,26436959
경기도,여주시,경기도_여주시,주거지역,면적,㎡,2460751,2460751,2460751,2460751,2939737
경기도,여주시,경기도_여주시,주거지역,비율,%,9.49,9.43,9.43,9.43,11.12
경기도,여주시,경기도_여주시,전용주거_계,면적,㎡,0,0,0,0,0
경기도,여주시,경기도_여주시,전용주거_1종,면적,㎡,0,0,0,0,0
경기도,여주시,경기도_여주시,전용주거_2종,면적,㎡,0,0,0,0,0
경기도,여주시,경기도_여주시,일반주거지역_계,면적,㎡,2378914,2378914,2378914,2378914,2817594
경기도,여주시,경기도_여주시,일반주거지역_1종,면적,㎡,1470808,1470808,1470808,1470808,1721587
경기도,여주시,경기도_여주시,일반주거지역_2종,면적,㎡,849896,849896,849896,849896,1037797
경기도,여주시,경기도_여주시,일반주거지역_3종,면적,㎡,58210,58210,58210,58210,58210
경기도,여주시,경기도_여주시,준주거지역,면적,㎡,81837,81837,81837,81837,122143
경기도,여주시,경기도_여주시,상업지역,면적,㎡,221310,221310,221310,221310,328116
경기도,여주시,경기도_여주시,상업지역,비율,%,0.85,0.85,0.85,0.85,1.24
경기도,여주시,경기도_여주시,중심상업,면적,㎡,0,0,0,0,0
경기도,여주시,경기도_여주시,일반상업,면적,㎡,221310,221310,221310,221310,277413
경기도,여주시,경기도_여주시,근린상업,면적,㎡,0,0,0,0,0
경기도,여주시,경기도_여주시,유통상업,면적,㎡,0,0,0,0,50703
경기도,여주시,경기도_여주시,공업지역,면적,㎡,925336,1089486,1089486,1089486,1089486
경기도,여주시,경기도_여주시,공업지역,비율,%,3.57,4.18,4.18,4.18,4.12
경기도,여주시,경기도_여주시,전용공업,면적,㎡,0,0,0,0,0
경기도,여주시,경기도_여주시,일반공업,면적,㎡,228836,392986,392986,392986,392986
경기도,여주시,경기도_여주시,준공업,면적,㎡,696500,696500,696500,696500,696500
경기도,여주시,경기도_여주시,녹지지역,면적,㎡,22321645,22321645,22321645,22321645,22079620
경기도,여주시,경기도_여주시,녹지지역,비율,%,86.09,85.55,85.55,85.55,83.52
경기도,여주시,경기도_여주시,보전녹지,면적,㎡,0,0,0,0,0
경기도,여주시,경기도_여주시,자연녹지,면적,㎡,19495261,19495261,19495261,19495261,19551722
경기도,여주시,경기도_여주시,생산녹지,면적,㎡,2826384,2826384,2826384,2826384,2527898
경기도,여주시,경기도_여주시,미지정지역,면적,㎡,0,0,0,0,0
경기도,여주시,경기도_여주시,미지정지역,비율,%,0,0,0,0,0
경기도,양평군,경기도_양평군,도시지역,면적,㎡,51198870,51198870,51198870,51198870,51198870
경기도,양평군,경기도_양평군,주거지역,면적,㎡,3271887,3271887,3271887,3259599,3396183
경기도,양평군,경기도_양평군,주거지역,비율,%,6.39,6.39,6.39,6.37,6.63
경기도,양평군,경기도_양평군,전용주거_계,면적,㎡,0,0,0,0,0
경기도,양평군,경기도_양평군,전용주거_1종,면적,㎡,0,0,0,0,0
경기도,양평군,경기도_양평군,전용주거_2종,면적,㎡,0,0,0,0,0
경기도,양평군,경기도_양평군,일반주거지역_계,면적,㎡,3009557,3009557,3009557,2997269,3133853
경기도,양평군,경기도_양평군,일반주거지역_1종,면적,㎡,1307148,1307148,1307148,1288469,1304731
경기도,양평군,경기도_양평군,일반주거지역_2종,면적,㎡,1702409,1702409,1702409,1708800,1829122
경기도,양평군,경기도_양평군,일반주거지역_3종,면적,㎡,0,0,0,0,0
경기도,양평군,경기도_양평군,준주거지역,면적,㎡,262330,262330,262330,262330,262330
경기도,양평군,경기도_양평군,상업지역,면적,㎡,319310,319310,319310,319310,319310
경기도,양평군,경기도_양평군,상업지역,비율,%,0.62,0.62,0.62,0.62,0.62
경기도,양평군,경기도_양평군,중심상업,면적,㎡,0,0,0,0,0
경기도,양평군,경기도_양평군,일반상업,면적,㎡,319310,319310,319310,319310,319310
경기도,양평군,경기도_양평군,근린상업,면적,㎡,0,0,0,0,0
경기도,양평군,경기도_양평군,유통상업,면적,㎡,0,0,0,0,0
경기도,양평군,경기도_양평군,공업지역,면적,㎡,85680,85680,85680,85680,14020
경기도,양평군,경기도_양평군,공업지역,비율,%,0.17,0.17,0.17,0.17,0.03
경기도,양평군,경기도_양평군,전용공업,면적,㎡,0,0,0,0,0
경기도,양평군,경기도_양평군,일반공업,면적,㎡,0,0,0,0,0
경기도,양평군,경기도_양평군,준공업,면적,㎡,85680,85680,85680,85680,14020
경기도,양평군,경기도_양평군,녹지지역,면적,㎡,47521993,47521993,47521993,47534281,47469357
경기도,양평군,경기도_양평군,녹지지역,비율,%,92.82,92.82,92.82,92.84,92.72
경기도,양평군,경기도_양평군,보전녹지,면적,㎡,0,0,0,0,0
경기도,양평군,경기도_양평군,자연녹지,면적,㎡,45004034,45004034,45004034,45016322,45152609
경기도,양평군,경기도_양평군,생산녹지,면적,㎡,2517959,2517959,2517959,2517959,2316748
경기도,양평군,경기도_양평군,미지정지역,면적,㎡,0,0,0,0,0
경기도,양평군,경기도_양평군,미지정지역,비율,%,0,0,0,0,0
경기도,동두천시,경기도_동두천시,도시지역,면적,㎡,33298502,33298502,33297990,33565811,33565811
경기도,동두천시,경기도_동두천시,주거지역,면적,㎡,5794816,5794816,5794537,5820523,5820523
경기도,동두천시,경기도_동두천시,주거지역,비율,%,17.4,17.4,17.4,17.34,17.34
경기도,동두천시,경기도_동두천시,전용주거_계,면적,㎡,21663,21663,21663,21663,21663
경기도,동두천시,경기도_동두천시,전용주거_1종,면적,㎡,21663,21663,21663,21663,21663
경기도,동두천시,경기도_동두천시,전용주거_2종,면적,㎡,0,0,0,0,0
경기도,동두천시,경기도_동두천시,일반주거지역_계,면적,㎡,5562127,5562127,5561848,5587834,5587834
경기도,동두천시,경기도_동두천시,일반주거지역_1종,면적,㎡,2089762,2072606,2072444,2072723,2028216
경기도,동두천시,경기도_동두천시,일반주거지역_2종,면적,㎡,2509104,2526260,2526143,2551850,2596357
경기도,동두천시,경기도_동두천시,일반주거지역_3종,면적,㎡,963261,963261,963261,963261,963261
경기도,동두천시,경기도_동두천시,준주거지역,면적,㎡,211026,211026,211026,211026,211026
경기도,동두천시,경기도_동두천시,상업지역,면적,㎡,1042487,1042487,1042487,1042487,1042487
경기도,동두천시,경기도_동두천시,상업지역,비율,%,3.13,3.13,3.13,3.11,3.11
경기도,동두천시,경기도_동두천시,중심상업,면적,㎡,0,0,0,0,0
경기도,동두천시,경기도_동두천시,일반상업,면적,㎡,1042487,1042487,1042487,1042487,1042487
경기도,동두천시,경기도_동두천시,근린상업,면적,㎡,0,0,0,0,0
경기도,동두천시,경기도_동두천시,유통상업,면적,㎡,0,0,0,0,0
경기도,동두천시,경기도_동두천시,공업지역,면적,㎡,995719,995719,995719,1263028,1263028
경기도,동두천시,경기도_동두천시,공업지역,비율,%,2.99,2.99,2.99,3.76,3.76
경기도,동두천시,경기도_동두천시,전용공업,면적,㎡,0,0,0,0,0
경기도,동두천시,경기도_동두천시,일반공업,면적,㎡,989344,989344,989344,1244163,1244163
경기도,동두천시,경기도_동두천시,준공업,면적,㎡,6375,6375,6375,18865,18865
경기도,동두천시,경기도_동두천시,녹지지역,면적,㎡,25465480,25465480,25465247,25439773,25439773
경기도,동두천시,경기도_동두천시,녹지지역,비율,%,76.48,76.48,76.48,75.79,75.79
경기도,동두천시,경기도_동두천시,보전녹지,면적,㎡,0,0,0,0,0
경기도,동두천시,경기도_동두천시,자연녹지,면적,㎡,25465480,25465480,25465247,25439773,25439773
경기도,동두천시,경기도_동두천시,생산녹지,면적,㎡,0,0,0,0,0
경기도,동두천시,경기도_동두천시,미지정지역,면적,㎡,0,0,0,0,0
경기도,동두천시,경기도_동두천시,미지정지역,비율,%,0,0,0,0,0
경기도,과천시,경기도_과천시,도시지역,면적,㎡,35853000,35853000,35853000,35853000,35853000
경기도,과천시,경기도_과천시,주거지역,면적,㎡,3945120,3945120,4500939,4506664,4506664
경기도,과천시,경기도_과천시,주거지역,비율,%,11,11,12.55,12.57,12.57
경기도,과천시,경기도_과천시,전용주거_계,면적,㎡,302853,302853,318615,318615,318615
경기도,과천시,경기도_과천시,전용주거_1종,면적,㎡,88848,88848,104610,104610,104610
경기도,과천시,경기도_과천시,전용주거_2종,면적,㎡,214005,214005,214005,214005,214005
경기도,과천시,경기도_과천시,일반주거지역_계,면적,㎡,3325960,3325960,3624814,3624682,3624682
경기도,과천시,경기도_과천시,일반주거지역_1종,면적,㎡,1214907,1214907,1213232,1214698,1214698
경기도,과천시,경기도_과천시,일반주거지역_2종,면적,㎡,749593,750194,1078429,1075013,1075013
경기도,과천시,경기도_과천시,일반주거지역_3종,면적,㎡,1361460,1360859,1333153,1334971,1334971
경기도,과천시,경기도_과천시,준주거지역,면적,㎡,316307,316307,557510,563367,563367
경기도,과천시,경기도_과천시,상업지역,면적,㎡,181211,181211,236313,236313,236313
경기도,과천시,경기도_과천시,상업지역,비율,%,0.51,0.51,0.66,0.66,0.66
경기도,과천시,경기도_과천시,중심상업,면적,㎡,0,0,0,0,0
경기도,과천시,경기도_과천시,일반상업,면적,㎡,181211,181211,236313,236313,236313
경기도,과천시,경기도_과천시,근린상업,면적,㎡,0,0,0,0,0
경기도,과천시,경기도_과천시,유통상업,면적,㎡,0,0,0,0,0
경기도,과천시,경기도_과천시,공업지역,면적,㎡,0,0,0,0,0
경기도,과천시,경기도_과천시,공업지역,비율,%,0,0,0,0,0
경기도,과천시,경기도_과천시,전용공업,면적,㎡,0,0,0,0,0
경기도,과천시,경기도_과천시,일반공업,면적,㎡,0,0,0,0,0
경기도,과천시,경기도_과천시,준공업,면적,㎡,0,0,0,0,0
경기도,과천시,경기도_과천시,녹지지역,면적,㎡,31726669,31726669,31115748,31110023,31110023
경기도,과천시,경기도_과천시,녹지지역,비율,%,88.49,88.49,86.79,86.77,86.77
경기도,과천시,경기도_과천시,보전녹지,면적,㎡,0,0,0,0,0
경기도,과천시,경기도_과천시,자연녹지,면적,㎡,31726669,31726669,31115748,31110023,31110023
경기도,과천시,경기도_과천시,생산녹지,면적,㎡,0,0,0,0,0
경기도,과천시,경기도_과천시,미지정지역,면적,㎡,0,0,0,0,0
경기도,과천시,경기도_과천시,미지정지역,비율,%,0,0,0,0,0
경기도,가평군,경기도_가평군,도시지역,면적,㎡,81889445,81889445,81889445,81889445,81889445
경기도,가평군,경기도_가평군,주거지역,면적,㎡,5810319,5810174,5810852,5817688,5895602
경기도,가평군,경기도_가평군,주거지역,비율,%,7.1,7.1,7.1,7.1,7.2
경기도,가평군,경기도_가평군,전용주거_계,면적,㎡,57030,54706,54706,54706,54706
경기도,가평군,경기도_가평군,전용주거_1종,면적,㎡,57030,54706,54706,54706,54706
경기도,가평군,경기도_가평군,전용주거_2종,면적,㎡,0,0,0,0,0
경기도,가평군,경기도_가평군,일반주거지역_계,면적,㎡,5636255,5638434,5639112,5645948,5723862
경기도,가평군,경기도_가평군,일반주거지역_1종,면적,㎡,1502383,1504562,1505240,1508846,1508846
경기도,가평군,경기도_가평군,일반주거지역_2종,면적,㎡,4133872,4133872,4133872,4137102,4215016
경기도,가평군,경기도_가평군,일반주거지역_3종,면적,㎡,0,0,0,0,0
경기도,가평군,경기도_가평군,준주거지역,면적,㎡,117034,117034,117034,117034,117034
경기도,가평군,경기도_가평군,상업지역,면적,㎡,486916,486916,486916,486916,486916
경기도,가평군,경기도_가평군,상업지역,비율,%,0.59,0.59,0.59,0.59,0.59
경기도,가평군,경기도_가평군,중심상업,면적,㎡,0,0,0,0,0
경기도,가평군,경기도_가평군,일반상업,면적,㎡,486916,486916,486916,486916,486916
경기도,가평군,경기도_가평군,근린상업,면적,㎡,0,0,0,0,0
경기도,가평군,경기도_가평군,유통상업,면적,㎡,0,0,0,0,0
경기도,가평군,경기도_가평군,공업지역,면적,㎡,59854,59854,59854,59854,59854
경기도,가평군,경기도_가평군,공업지역,비율,%,0.07,0.07,0.07,0.07,0.07
경기도,가평군,경기도_가평군,전용공업,면적,㎡,0,0,0,0,0
경기도,가평군,경기도_가평군,일반공업,면적,㎡,59854,59854,59854,59854,59854
경기도,가평군,경기도_가평군,준공업,면적,㎡,0,0,0,0,0
경기도,가평군,경기도_가평군,녹지지역,면적,㎡,75532356,75532501,75531823,75524987,75447073
경기도,가평군,경기도_가평군,녹지지역,비율,%,92.24,92.24,92.24,92.23,92.13
경기도,가평군,경기도_가평군,보전녹지,면적,㎡,0,0,0,0,0
경기도,가평군,경기도_가평군,자연녹지,면적,㎡,73970530,73970675,73969997,73963161,73885247
경기도,가평군,경기도_가평군,생산녹지,면적,㎡,1561826,1561826,1561826,1561826,1561826
경기도,가평군,경기도_가평군,미지정지역,면적,㎡,0,0,0,0,0
경기도,가평군,경기도_가평군,미지정지역,비율,%,0,0,0,0,0
경기도,연천군,경기도_연천군,도시지역,면적,㎡,29845126,30445145,30445145,30445145,30445145
경기도,연천군,경기도_연천군,주거지역,면적,㎡,4061330,4075987,4075757,4075622,4075622
경기도,연천군,경기도_연천군,주거지역,비율,%,13.61,13.39,13.39,13.39,13.39
경기도,연천군,경기도_연천군,전용주거_계,면적,㎡,0,0,0,0,0
경기도,연천군,경기도_연천군,전용주거_1종,면적,㎡,0,0,0,0,0
경기도,연천군,경기도_연천군,전용주거_2종,면적,㎡,0,0,0,0,0
경기도,연천군,경기도_연천군,일반주거지역_계,면적,㎡,4004660,4019317,4019087,4018952,4018952
경기도,연천군,경기도_연천군,일반주거지역_1종,면적,㎡,3600984,3600984,3589056,3589056,3589056
경기도,연천군,경기도_연천군,일반주거지역_2종,면적,㎡,387823,402480,414178,414043,414043
경기도,연천군,경기도_연천군,일반주거지역_3종,면적,㎡,15853,15853,15853,15853,15853
경기도,연천군,경기도_연천군,준주거지역,면적,㎡,56670,56670,56670,56670,56670
경기도,연천군,경기도_연천군,상업지역,면적,㎡,472575,472575,472575,472575,472575
경기도,연천군,경기도_연천군,상업지역,비율,%,1.58,1.55,1.55,1.55,1.55
경기도,연천군,경기도_연천군,중심상업,면적,㎡,0,0,0,0,0
경기도,연천군,경기도_연천군,일반상업,면적,㎡,414675,414675,414675,414675,414675
