시도,시군구,행정구역,연령별,항목,X2016
부산광역시,강서구,부산광역시_강서구,85세이상,총인구(명),848
부산광역시,강서구,부산광역시_강서구,85세이상,총인구_남자(명),185
부산광역시,강서구,부산광역시_강서구,85세이상,총인구_여자(명),663
부산광역시,강서구,부산광역시_강서구,85세이상,총인구_성비,27.9
부산광역시,강서구,부산광역시_강서구,85세이상,내국인(명),847
부산광역시,강서구,부산광역시_강서구,85세이상,내국인_남자(명),185
부산광역시,강서구,부산광역시_강서구,85세이상,내국인_여자(명),662
부산광역시,강서구,부산광역시_강서구,85세이상,내국인_성비,27.9
부산광역시,강서구,부산광역시_강서구,85~89세,총인구(명),625
부산광역시,강서구,부산광역시_강서구,85~89세,총인구_남자(명),143
부산광역시,강서구,부산광역시_강서구,85~89세,총인구_여자(명),482
부산광역시,강서구,부산광역시_강서구,85~89세,총인구_성비,29.7
부산광역시,강서구,부산광역시_강서구,85~89세,내국인(명),624
부산광역시,강서구,부산광역시_강서구,85~89세,내국인_남자(명),143
부산광역시,강서구,부산광역시_강서구,85~89세,내국인_여자(명),481
부산광역시,강서구,부산광역시_강서구,85~89세,내국인_성비,29.7
부산광역시,강서구,부산광역시_강서구,90~94세,총인구(명),186
부산광역시,강서구,부산광역시_강서구,90~94세,총인구_남자(명),35
부산광역시,강서구,부산광역시_강서구,90~94세,총인구_여자(명),151
부산광역시,강서구,부산광역시_강서구,90~94세,총인구_성비,23.2
부산광역시,강서구,부산광역시_강서구,90~94세,내국인(명),186
부산광역시,강서구,부산광역시_강서구,90~94세,내국인_남자(명),35
부산광역시,강서구,부산광역시_강서구,90~94세,내국인_여자(명),151
부산광역시,강서구,부산광역시_강서구,90~94세,내국인_성비,23.2
부산광역시,강서구,부산광역시_강서구,95~99세,총인구(명),33
부산광역시,강서구,부산광역시_강서구,95~99세,총인구_남자(명),7
부산광역시,강서구,부산광역시_강서구,95~99세,총인구_여자(명),26
부산광역시,강서구,부산광역시_강서구,95~99세,총인구_성비,26.9
부산광역시,강서구,부산광역시_강서구,95~99세,내국인(명),33
부산광역시,강서구,부산광역시_강서구,95~99세,내국인_남자(명),7
부산광역시,강서구,부산광역시_강서구,95~99세,내국인_여자(명),26
부산광역시,강서구,부산광역시_강서구,95~99세,내국인_성비,26.9
부산광역시,강서구,부산광역시_강서구,100세이상,총인구(명),X
부산광역시,강서구,부산광역시_강서구,100세이상,총인구_남자(명),X
부산광역시,강서구,부산광역시_강서구,100세이상,총인구_여자(명),X
부산광역시,강서구,부산광역시_강서구,100세이상,총인구_성비,0
부산광역시,강서구,부산광역시_강서구,100세이상,내국인(명),X
부산광역시,강서구,부산광역시_강서구,100세이상,내국인_남자(명),X
부산광역시,강서구,부산광역시_강서구,100세이상,내국인_여자(명),X
부산광역시,강서구,부산광역시_강서구,100세이상,내국인_성비,0
부산광역시,강서구,부산광역시_강서구,15세미만,총인구(명),19177
부산광역시,강서구,부산광역시_강서구,15세미만,총인구_남자(명),9792
부산광역시,강서구,부산광역시_강서구,15세미만,총인구_여자(명),9385
부산광역시,강서구,부산광역시_강서구,15세미만,총인구_성비,104.3
부산광역시,강서구,부산광역시_강서구,15세미만,내국인(명),19118
부산광역시,강서구,부산광역시_강서구,15세미만,내국인_남자(명),9757
부산광역시,강서구,부산광역시_강서구,15세미만,내국인_여자(명),9361
부산광역시,강서구,부산광역시_강서구,15세미만,내국인_성비,104.2
부산광역시,강서구,부산광역시_강서구,15~64세,총인구(명),75852
부산광역시,강서구,부산광역시_강서구,15~64세,총인구_남자(명),41679
부산광역시,강서구,부산광역시_강서구,15~64세,총인구_여자(명),34173
부산광역시,강서구,부산광역시_강서구,15~64세,총인구_성비,122
부산광역시,강서구,부산광역시_강서구,15~64세,내국인(명),69799
부산광역시,강서구,부산광역시_강서구,15~64세,내국인_남자(명),36401
부산광역시,강서구,부산광역시_강서구,15~64세,내국인_여자(명),33398
부산광역시,강서구,부산광역시_강서구,15~64세,내국인_성비,109
부산광역시,강서구,부산광역시_강서구,65세이상,총인구(명),11077
부산광역시,강서구,부산광역시_강서구,65세이상,총인구_남자(명),4965
부산광역시,강서구,부산광역시_강서구,65세이상,총인구_여자(명),6112
부산광역시,강서구,부산광역시_강서구,65세이상,총인구_성비,81.2
부산광역시,강서구,부산광역시_강서구,65세이상,내국인(명),11040
부산광역시,강서구,부산광역시_강서구,65세이상,내국인_남자(명),4946
부산광역시,강서구,부산광역시_강서구,65세이상,내국인_여자(명),6094
부산광역시,강서구,부산광역시_강서구,65세이상,내국인_성비,81.2
부산광역시,강서구,부산광역시_강서구,평균연령,총인구(명),37.9
부산광역시,강서구,부산광역시_강서구,평균연령,총인구_남자(명),37.1
부산광역시,강서구,부산광역시_강서구,평균연령,총인구_여자(명),38.9
부산광역시,강서구,부산광역시_강서구,평균연령,내국인(명),38.2
부산광역시,강서구,부산광역시_강서구,평균연령,내국인_남자(명),37.5
부산광역시,강서구,부산광역시_강서구,평균연령,내국인_여자(명),38.9
부산광역시,강서구,부산광역시_강서구,중위연령,총인구(명),37.2
부산광역시,강서구,부산광역시_강서구,중위연령,총인구_남자(명),36.7
부산광역시,강서구,부산광역시_강서구,중위연령,총인구_여자(명),38
부산광역시,강서구,부산광역시_강서구,중위연령,내국인(명),37.9
부산광역시,강서구,부산광역시_강서구,중위연령,내국인_남자(명),37.8
부산광역시,강서구,부산광역시_강서구,중위연령,내국인_여자(명),38
부산광역시,연제구,부산광역시_연제구,합계,총인구(명),201181
부산광역시,연제구,부산광역시_연제구,합계,총인구_남자(명),97645
부산광역시,연제구,부산광역시_연제구,합계,총인구_여자(명),103536
부산광역시,연제구,부산광역시_연제구,합계,총인구_성비,94.3
부산광역시,연제구,부산광역시_연제구,합계,내국인(명),200295
부산광역시,연제구,부산광역시_연제구,합계,내국인_남자(명),97271
부산광역시,연제구,부산광역시_연제구,합계,내국인_여자(명),103024
부산광역시,연제구,부산광역시_연제구,합계,내국인_성비,94.4
부산광역시,연제구,부산광역시_연제구,0~4세,총인구(명),7722
부산광역시,연제구,부산광역시_연제구,0~4세,총인구_남자(명),3904
부산광역시,연제구,부산광역시_연제구,0~4세,총인구_여자(명),3818
부산광역시,연제구,부산광역시_연제구,0~4세,총인구_성비,102.3
부산광역시,연제구,부산광역시_연제구,0~4세,내국인(명),7711
부산광역시,연제구,부산광역시_연제구,0~4세,내국인_남자(명),3900
부산광역시,연제구,부산광역시_연제구,0~4세,내국인_여자(명),3811
부산광역시,연제구,부산광역시_연제구,0~4세,내국인_성비,102.3
부산광역시,연제구,부산광역시_연제구,5~9세,총인구(명),7831
부산광역시,연제구,부산광역시_연제구,5~9세,총인구_남자(명),4067
부산광역시,연제구,부산광역시_연제구,5~9세,총인구_여자(명),3764
부산광역시,연제구,부산광역시_연제구,5~9세,총인구_성비,108
부산광역시,연제구,부산광역시_연제구,5~9세,내국인(명),7815
부산광역시,연제구,부산광역시_연제구,5~9세,내국인_남자(명),4059
부산광역시,연제구,부산광역시_연제구,5~9세,내국인_여자(명),3756
부산광역시,연제구,부산광역시_연제구,5~9세,내국인_성비,108.1
부산광역시,연제구,부산광역시_연제구,10~14세,총인구(명),8041
부산광역시,연제구,부산광역시_연제구,10~14세,총인구_남자(명),4147
부산광역시,연제구,부산광역시_연제구,10~14세,총인구_여자(명),3894
부산광역시,연제구,부산광역시_연제구,10~14세,총인구_성비,106.5
부산광역시,연제구,부산광역시_연제구,10~14세,내국인(명),8029
부산광역시,연제구,부산광역시_연제구,10~14세,내국인_남자(명),4146
부산광역시,연제구,부산광역시_연제구,10~14세,내국인_여자(명),3883
부산광역시,연제구,부산광역시_연제구,10~14세,내국인_성비,106.8
부산광역시,연제구,부산광역시_연제구,15~19세,총인구(명),10625
부산광역시,연제구,부산광역시_연제구,15~19세,총인구_남자(명),5587
부산광역시,연제구,부산광역시_연제구,15~19세,총인구_여자(명),5038
부산광역시,연제구,부산광역시_연제구,15~19세,총인구_성비,110.9
부산광역시,연제구,부산광역시_연제구,15~19세,내국인(명),10615
부산광역시,연제구,부산광역시_연제구,15~19세,내국인_남자(명),5581
부산광역시,연제구,부산광역시_연제구,15~19세,내국인_여자(명),5034
부산광역시,연제구,부산광역시_연제구,15~19세,내국인_성비,110.9
부산광역시,연제구,부산광역시_연제구,20~24세,총인구(명),13299
부산광역시,연제구,부산광역시_연제구,20~24세,총인구_남자(명),7020
부산광역시,연제구,부산광역시_연제구,20~24세,총인구_여자(명),6279
부산광역시,연제구,부산광역시_연제구,20~24세,총인구_성비,111.8
부산광역시,연제구,부산광역시_연제구,20~24세,내국인(명),13223
부산광역시,연제구,부산광역시_연제구,20~24세,내국인_남자(명),6996
부산광역시,연제구,부산광역시_연제구,20~24세,내국인_여자(명),6227
부산광역시,연제구,부산광역시_연제구,20~24세,내국인_성비,112.3
부산광역시,연제구,부산광역시_연제구,25~29세,총인구(명),11804
부산광역시,연제구,부산광역시_연제구,25~29세,총인구_남자(명),5972
부산광역시,연제구,부산광역시_연제구,25~29세,총인구_여자(명),5832
부산광역시,연제구,부산광역시_연제구,25~29세,총인구_성비,102.4
부산광역시,연제구,부산광역시_연제구,25~29세,내국인(명),11648
부산광역시,연제구,부산광역시_연제구,25~29세,내국인_남자(명),5918
부산광역시,연제구,부산광역시_연제구,25~29세,내국인_여자(명),5730
부산광역시,연제구,부산광역시_연제구,25~29세,내국인_성비,103.3
부산광역시,연제구,부산광역시_연제구,30~34세,총인구(명),12901
부산광역시,연제구,부산광역시_연제구,30~34세,총인구_남자(명),6461
부산광역시,연제구,부산광역시_연제구,30~34세,총인구_여자(명),6440
부산광역시,연제구,부산광역시_연제구,30~34세,총인구_성비,100.3
부산광역시,연제구,부산광역시_연제구,30~34세,내국인(명),12768
부산광역시,연제구,부산광역시_연제구,30~34세,내국인_남자(명),6406
부산광역시,연제구,부산광역시_연제구,30~34세,내국인_여자(명),6362
부산광역시,연제구,부산광역시_연제구,30~34세,내국인_성비,100.7
부산광역시,연제구,부산광역시_연제구,35~39세,총인구(명),15033
부산광역시,연제구,부산광역시_연제구,35~39세,총인구_남자(명),7363
부산광역시,연제구,부산광역시_연제구,35~39세,총인구_여자(명),7670
부산광역시,연제구,부산광역시_연제구,35~39세,총인구_성비,96
부산광역시,연제구,부산광역시_연제구,35~39세,내국인(명),14939
부산광역시,연제구,부산광역시_연제구,35~39세,내국인_남자(명),7324
부산광역시,연제구,부산광역시_연제구,35~39세,내국인_여자(명),7615
부산광역시,연제구,부산광역시_연제구,35~39세,내국인_성비,96.2
부산광역시,연제구,부산광역시_연제구,40~44세,총인구(명),15364
부산광역시,연제구,부산광역시_연제구,40~44세,총인구_남자(명),7627
부산광역시,연제구,부산광역시_연제구,40~44세,총인구_여자(명),7737
부산광역시,연제구,부산광역시_연제구,40~44세,총인구_성비,98.6
부산광역시,연제구,부산광역시_연제구,40~44세,내국인(명),15281
부산광역시,연제구,부산광역시_연제구,40~44세,내국인_남자(명),7584
부산광역시,연제구,부산광역시_연제구,40~44세,내국인_여자(명),7697
부산광역시,연제구,부산광역시_연제구,40~44세,내국인_성비,98.5
부산광역시,연제구,부산광역시_연제구,45~49세,총인구(명),16986
부산광역시,연제구,부산광역시_연제구,45~49세,총인구_남자(명),8158
부산광역시,연제구,부산광역시_연제구,45~49세,총인구_여자(명),8828
부산광역시,연제구,부산광역시_연제구,45~49세,총인구_성비,92.4
부산광역시,연제구,부산광역시_연제구,45~49세,내국인(명),16897
부산광역시,연제구,부산광역시_연제구,45~49세,내국인_남자(명),8113
부산광역시,연제구,부산광역시_연제구,45~49세,내국인_여자(명),8784
부산광역시,연제구,부산광역시_연제구,45~49세,내국인_성비,92.4
부산광역시,연제구,부산광역시_연제구,50~54세,총인구(명),16051
부산광역시,연제구,부산광역시_연제구,50~54세,총인구_남자(명),7654
부산광역시,연제구,부산광역시_연제구,50~54세,총인구_여자(명),8397
부산광역시,연제구,부산광역시_연제구,50~54세,총인구_성비,91.2
부산광역시,연제구,부산광역시_연제구,50~54세,내국인(명),15983
부산광역시,연제구,부산광역시_연제구,50~54세,내국인_남자(명),7625
부산광역시,연제구,부산광역시_연제구,50~54세,내국인_여자(명),8358
부산광역시,연제구,부산광역시_연제구,50~54세,내국인_성비,91.2
부산광역시,연제구,부산광역시_연제구,55~59세,총인구(명),18680
부산광역시,연제구,부산광역시_연제구,55~59세,총인구_남자(명),8606
부산광역시,연제구,부산광역시_연제구,55~59세,총인구_여자(명),10074
부산광역시,연제구,부산광역시_연제구,55~59세,총인구_성비,85.4
부산광역시,연제구,부산광역시_연제구,55~59세,내국인(명),18619
부산광역시,연제구,부산광역시_연제구,55~59세,내국인_남자(명),8579
부산광역시,연제구,부산광역시_연제구,55~59세,내국인_여자(명),10040
부산광역시,연제구,부산광역시_연제구,55~59세,내국인_성비,85.4
부산광역시,연제구,부산광역시_연제구,60~64세,총인구(명),15593
부산광역시,연제구,부산광역시_연제구,60~64세,총인구_남자(명),7335
부산광역시,연제구,부산광역시_연제구,60~64세,총인구_여자(명),8258
부산광역시,연제구,부산광역시_연제구,60~64세,총인구_성비,88.8
부산광역시,연제구,부산광역시_연제구,60~64세,내국인(명),15546
부산광역시,연제구,부산광역시_연제구,60~64세,내국인_남자(명),7314
부산광역시,연제구,부산광역시_연제구,60~64세,내국인_여자(명),8232
부산광역시,연제구,부산광역시_연제구,60~64세,내국인_성비,88.8
부산광역시,연제구,부산광역시_연제구,65~69세,총인구(명),11410
부산광역시,연제구,부산광역시_연제구,65~69세,총인구_남자(명),5384
부산광역시,연제구,부산광역시_연제구,65~69세,총인구_여자(명),6026
부산광역시,연제구,부산광역시_연제구,65~69세,총인구_성비,89.3
부산광역시,연제구,부산광역시_연제구,65~69세,내국인(명),11396
부산광역시,연제구,부산광역시_연제구,65~69세,내국인_남자(명),5373
부산광역시,연제구,부산광역시_연제구,65~69세,내국인_여자(명),6023
부산광역시,연제구,부산광역시_연제구,65~69세,내국인_성비,89.2
부산광역시,연제구,부산광역시_연제구,70~74세,총인구(명),8208
부산광역시,연제구,부산광역시_연제구,70~74세,총인구_남자(명),3937
부산광역시,연제구,부산광역시_연제구,70~74세,총인구_여자(명),4271
부산광역시,연제구,부산광역시_연제구,70~74세,총인구_성비,92.2
부산광역시,연제구,부산광역시_연제구,70~74세,내국인(명),8199
부산광역시,연제구,부산광역시_연제구,70~74세,내국인_남자(명),3933
부산광역시,연제구,부산광역시_연제구,70~74세,내국인_여자(명),4266
부산광역시,연제구,부산광역시_연제구,70~74세,내국인_성비,92.2
부산광역시,연제구,부산광역시_연제구,75~79세,총인구(명),6177
부산광역시,연제구,부산광역시_연제구,75~79세,총인구_남자(명),2705
부산광역시,연제구,부산광역시_연제구,75~79세,총인구_여자(명),3472
부산광역시,연제구,부산광역시_연제구,75~79세,총인구_성비,77.9
부산광역시,연제구,부산광역시_연제구,75~79세,내국인(명),6173
부산광역시,연제구,부산광역시_연제구,75~79세,내국인_남자(명),2702
부산광역시,연제구,부산광역시_연제구,75~79세,내국인_여자(명),3471
부산광역시,연제구,부산광역시_연제구,75~79세,내국인_성비,77.8
부산광역시,연제구,부산광역시_연제구,80~84세,총인구(명),3388
부산광역시,연제구,부산광역시_연제구,80~84세,총인구_남자(명),1208
부산광역시,연제구,부산광역시_연제구,80~84세,총인구_여자(명),2180
부산광역시,연제구,부산광역시_연제구,80~84세,총인구_성비,55.4
부산광역시,연제구,부산광역시_연제구,80~84세,내국인(명),3386
부산광역시,연제구,부산광역시_연제구,80~84세,내국인_남자(명),1208
부산광역시,연제구,부산광역시_연제구,80~84세,내국인_여자(명),2178
부산광역시,연제구,부산광역시_연제구,80~84세,내국인_성비,55.5
부산광역시,연제구,부산광역시_연제구,85세이상,총인구(명),2068
부산광역시,연제구,부산광역시_연제구,85세이상,총인구_남자(명),510
부산광역시,연제구,부산광역시_연제구,85세이상,총인구_여자(명),1558
부산광역시,연제구,부산광역시_연제구,85세이상,총인구_성비,32.7
부산광역시,연제구,부산광역시_연제구,85세이상,내국인(명),2067
부산광역시,연제구,부산광역시_연제구,85세이상,내국인_남자(명),510
부산광역시,연제구,부산광역시_연제구,85세이상,내국인_여자(명),1557
부산광역시,연제구,부산광역시_연제구,85세이상,내국인_성비,32.8
부산광역시,연제구,부산광역시_연제구,85~89세,총인구(명),1500
부산광역시,연제구,부산광역시_연제구,85~89세,총인구_남자(명),402
부산광역시,연제구,부산광역시_연제구,85~89세,총인구_여자(명),1098
부산광역시,연제구,부산광역시_연제구,85~89세,총인구_성비,36.6
부산광역시,연제구,부산광역시_연제구,85~89세,내국인(명),1499
부산광역시,연제구,부산광역시_연제구,85~89세,내국인_남자(명),402
부산광역시,연제구,부산광역시_연제구,85~89세,내국인_여자(명),1097
부산광역시,연제구,부산광역시_연제구,85~89세,내국인_성비,36.6
부산광역시,연제구,부산광역시_연제구,90~94세,총인구(명),462
부산광역시,연제구,부산광역시_연제구,90~94세,총인구_남자(명),94
부산광역시,연제구,부산광역시_연제구,90~94세,총인구_여자(명),368
부산광역시,연제구,부산광역시_연제구,90~94세,총인구_성비,25.5
부산광역시,연제구,부산광역시_연제구,90~94세,내국인(명),462
부산광역시,연제구,부산광역시_연제구,90~94세,내국인_남자(명),94
부산광역시,연제구,부산광역시_연제구,90~94세,내국인_여자(명),368
부산광역시,연제구,부산광역시_연제구,90~94세,내국인_성비,25.5
부산광역시,연제구,부산광역시_연제구,95~99세,총인구(명),95
부산광역시,연제구,부산광역시_연제구,95~99세,총인구_남자(명),14
부산광역시,연제구,부산광역시_연제구,95~99세,총인구_여자(명),81
부산광역시,연제구,부산광역시_연제구,95~99세,총인구_성비,17.3
부산광역시,연제구,부산광역시_연제구,95~99세,내국인(명),95
부산광역시,연제구,부산광역시_연제구,95~99세,내국인_남자(명),14
부산광역시,연제구,부산광역시_연제구,95~99세,내국인_여자(명),81
부산광역시,연제구,부산광역시_연제구,95~99세,내국인_성비,17.3
부산광역시,연제구,부산광역시_연제구,100세이상,총인구(명),11
부산광역시,연제구,부산광역시_연제구,100세이상,총인구_남자(명),X
부산광역시,연제구,부산광역시_연제구,100세이상,총인구_여자(명),11
부산광역시,연제구,부산광역시_연제구,100세이상,총인구_성비,0
부산광역시,연제구,부산광역시_연제구,100세이상,내국인(명),11
부산광역시,연제구,부산광역시_연제구,100세이상,내국인_남자(명),X
부산광역시,연제구,부산광역시_연제구,100세이상,내국인_여자(명),11
부산광역시,연제구,부산광역시_연제구,100세이상,내국인_성비,0
부산광역시,연제구,부산광역시_연제구,15세미만,총인구(명),23594
부산광역시,연제구,부산광역시_연제구,15세미만,총인구_남자(명),12118
부산광역시,연제구,부산광역시_연제구,15세미만,총인구_여자(명),11476
부산광역시,연제구,부산광역시_연제구,15세미만,총인구_성비,105.6
부산광역시,연제구,부산광역시_연제구,15세미만,내국인(명),23555
부산광역시,연제구,부산광역시_연제구,15세미만,내국인_남자(명),12105
부산광역시,연제구,부산광역시_연제구,15세미만,내국인_여자(명),11450
부산광역시,연제구,부산광역시_연제구,15세미만,내국인_성비,105.7
부산광역시,연제구,부산광역시_연제구,15~64세,총인구(명),146336
부산광역시,연제구,부산광역시_연제구,15~64세,총인구_남자(명),71783
부산광역시,연제구,부산광역시_연제구,15~64세,총인구_여자(명),74553
부산광역시,연제구,부산광역시_연제구,15~64세,총인구_성비,96.3
부산광역시,연제구,부산광역시_연제구,15~64세,내국인(명),145519
부산광역시,연제구,부산광역시_연제구,15~64세,내국인_남자(명),71440
부산광역시,연제구,부산광역시_연제구,15~64세,내국인_여자(명),74079
부산광역시,연제구,부산광역시_연제구,15~64세,내국인_성비,96.4
부산광역시,연제구,부산광역시_연제구,65세이상,총인구(명),31251
부산광역시,연제구,부산광역시_연제구,65세이상,총인구_남자(명),13744
부산광역시,연제구,부산광역시_연제구,65세이상,총인구_여자(명),17507
부산광역시,연제구,부산광역시_연제구,65세이상,총인구_성비,78.5
부산광역시,연제구,부산광역시_연제구,65세이상,내국인(명),31221
부산광역시,연제구,부산광역시_연제구,65세이상,내국인_남자(명),13726
부산광역시,연제구,부산광역시_연제구,65세이상,내국인_여자(명),17495
부산광역시,연제구,부산광역시_연제구,65세이상,내국인_성비,78.5
부산광역시,연제구,부산광역시_연제구,평균연령,총인구(명),42.9
부산광역시,연제구,부산광역시_연제구,평균연령,총인구_남자(명),41.7
부산광역시,연제구,부산광역시_연제구,평균연령,총인구_여자(명),44.1
부산광역시,연제구,부산광역시_연제구,평균연령,내국인(명),42.9
부산광역시,연제구,부산광역시_연제구,평균연령,내국인_남자(명),41.7
부산광역시,연제구,부산광역시_연제구,평균연령,내국인_여자(명),44.1
부산광역시,연제구,부산광역시_연제구,중위연령,총인구(명),44.4
부산광역시,연제구,부산광역시_연제구,중위연령,총인구_남자(명),42.9
부산광역시,연제구,부산광역시_연제구,중위연령,총인구_여자(명),45.7
부산광역시,연제구,부산광역시_연제구,중위연령,내국인(명),44.4
부산광역시,연제구,부산광역시_연제구,중위연령,내국인_남자(명),42.9
부산광역시,연제구,부산광역시_연제구,중위연령,내국인_여자(명),45.8
부산광역시,수영구,부산광역시_수영구,합계,총인구(명),172667
부산광역시,수영구,부산광역시_수영구,합계,총인구_남자(명),82208
부산광역시,수영구,부산광역시_수영구,합계,총인구_여자(명),90459
부산광역시,수영구,부산광역시_수영구,합계,총인구_성비,90.9
부산광역시,수영구,부산광역시_수영구,합계,내국인(명),171242
부산광역시,수영구,부산광역시_수영구,합계,내국인_남자(명),81524
부산광역시,수영구,부산광역시_수영구,합계,내국인_여자(명),89718
부산광역시,수영구,부산광역시_수영구,합계,내국인_성비,90.9
부산광역시,수영구,부산광역시_수영구,0~4세,총인구(명),5959
부산광역시,수영구,부산광역시_수영구,0~4세,총인구_남자(명),3029
부산광역시,수영구,부산광역시_수영구,0~4세,총인구_여자(명),2930
부산광역시,수영구,부산광역시_수영구,0~4세,총인구_성비,103.4
부산광역시,수영구,부산광역시_수영구,0~4세,내국인(명),5937
부산광역시,수영구,부산광역시_수영구,0~4세,내국인_남자(명),3019
부산광역시,수영구,부산광역시_수영구,0~4세,내국인_여자(명),2918
부산광역시,수영구,부산광역시_수영구,0~4세,내국인_성비,103.5
부산광역시,수영구,부산광역시_수영구,5~9세,총인구(명),5427
부산광역시,수영구,부산광역시_수영구,5~9세,총인구_남자(명),2761
부산광역시,수영구,부산광역시_수영구,5~9세,총인구_여자(명),2666
부산광역시,수영구,부산광역시_수영구,5~9세,총인구_성비,103.6
부산광역시,수영구,부산광역시_수영구,5~9세,내국인(명),5386
부산광역시,수영구,부산광역시_수영구,5~9세,내국인_남자(명),2738
부산광역시,수영구,부산광역시_수영구,5~9세,내국인_여자(명),2648
부산광역시,수영구,부산광역시_수영구,5~9세,내국인_성비,103.4
부산광역시,수영구,부산광역시_수영구,10~14세,총인구(명),5708
부산광역시,수영구,부산광역시_수영구,10~14세,총인구_남자(명),3014
부산광역시,수영구,부산광역시_수영구,10~14세,총인구_여자(명),2694
부산광역시,수영구,부산광역시_수영구,10~14세,총인구_성비,111.9
부산광역시,수영구,부산광역시_수영구,10~14세,내국인(명),5694
부산광역시,수영구,부산광역시_수영구,10~14세,내국인_남자(명),3005
부산광역시,수영구,부산광역시_수영구,10~14세,내국인_여자(명),2689
부산광역시,수영구,부산광역시_수영구,10~14세,내국인_성비,111.8
부산광역시,수영구,부산광역시_수영구,15~19세,총인구(명),7801
부산광역시,수영구,부산광역시_수영구,15~19세,총인구_남자(명),4056
부산광역시,수영구,부산광역시_수영구,15~19세,총인구_여자(명),3745
부산광역시,수영구,부산광역시_수영구,15~19세,총인구_성비,108.3
부산광역시,수영구,부산광역시_수영구,15~19세,내국인(명),7773
부산광역시,수영구,부산광역시_수영구,15~19세,내국인_남자(명),4042
부산광역시,수영구,부산광역시_수영구,15~19세,내국인_여자(명),3731
부산광역시,수영구,부산광역시_수영구,15~19세,내국인_성비,108.3
부산광역시,수영구,부산광역시_수영구,20~24세,총인구(명),10692
부산광역시,수영구,부산광역시_수영구,20~24세,총인구_남자(명),5528
부산광역시,수영구,부산광역시_수영구,20~24세,총인구_여자(명),5164
부산광역시,수영구,부산광역시_수영구,20~24세,총인구_성비,107
부산광역시,수영구,부산광역시_수영구,20~24세,내국인(명),10576
부산광역시,수영구,부산광역시_수영구,20~24세,내국인_남자(명),5482
부산광역시,수영구,부산광역시_수영구,20~24세,내국인_여자(명),5094
부산광역시,수영구,부산광역시_수영구,20~24세,내국인_성비,107.6
부산광역시,수영구,부산광역시_수영구,25~29세,총인구(명),11476
부산광역시,수영구,부산광역시_수영구,25~29세,총인구_남자(명),5605
부산광역시,수영구,부산광역시_수영구,25~29세,총인구_여자(명),5871
부산광역시,수영구,부산광역시_수영구,25~29세,총인구_성비,95.5
부산광역시,수영구,부산광역시_수영구,25~29세,내국인(명),11205
부산광역시,수영구,부산광역시_수영구,25~29세,내국인_남자(명),5492
부산광역시,수영구,부산광역시_수영구,25~29세,내국인_여자(명),5713
부산광역시,수영구,부산광역시_수영구,25~29세,내국인_성비,96.1
부산광역시,수영구,부산광역시_수영구,30~34세,총인구(명),12427
부산광역시,수영구,부산광역시_수영구,30~34세,총인구_남자(명),6153
부산광역시,수영구,부산광역시_수영구,30~34세,총인구_여자(명),6274
부산광역시,수영구,부산광역시_수영구,30~34세,총인구_성비,98.1
부산광역시,수영구,부산광역시_수영구,30~34세,내국인(명),12189
부산광역시,수영구,부산광역시_수영구,30~34세,내국인_남자(명),6030
부산광역시,수영구,부산광역시_수영구,30~34세,내국인_여자(명),6159
부산광역시,수영구,부산광역시_수영구,30~34세,내국인_성비,97.9
부산광역시,수영구,부산광역시_수영구,35~39세,총인구(명),13062
부산광역시,수영구,부산광역시_수영구,35~39세,총인구_남자(명),6574
부산광역시,수영구,부산광역시_수영구,35~39세,총인구_여자(명),6488
부산광역시,수영구,부산광역시_수영구,35~39세,총인구_성비,101.3
부산광역시,수영구,부산광역시_수영구,35~39세,내국인(명),12900
부산광역시,수영구,부산광역시_수영구,35~39세,내국인_남자(명),6485
부산광역시,수영구,부산광역시_수영구,35~39세,내국인_여자(명),6415
부산광역시,수영구,부산광역시_수영구,35~39세,내국인_성비,101.1
부산광역시,수영구,부산광역시_수영구,40~44세,총인구(명),12220
부산광역시,수영구,부산광역시_수영구,40~44세,총인구_남자(명),6010
부산광역시,수영구,부산광역시_수영구,40~44세,총인구_여자(명),6210
부산광역시,수영구,부산광역시_수영구,40~44세,총인구_성비,96.8
부산광역시,수영구,부산광역시_수영구,40~44세,내국인(명),12085
부산광역시,수영구,부산광역시_수영구,40~44세,내국인_남자(명),5938
부산광역시,수영구,부산광역시_수영구,40~44세,내국인_여자(명),6147
부산광역시,수영구,부산광역시_수영구,40~44세,내국인_성비,96.6
부산광역시,수영구,부산광역시_수영구,45~49세,총인구(명),13600
부산광역시,수영구,부산광역시_수영구,45~49세,총인구_남자(명),6425
부산광역시,수영구,부산광역시_수영구,45~49세,총인구_여자(명),7175
부산광역시,수영구,부산광역시_수영구,45~49세,총인구_성비,89.5
부산광역시,수영구,부산광역시_수영구,45~49세,내국인(명),13494
부산광역시,수영구,부산광역시_수영구,45~49세,내국인_남자(명),6372
부산광역시,수영구,부산광역시_수영구,45~49세,내국인_여자(명),7122
부산광역시,수영구,부산광역시_수영구,45~49세,내국인_성비,89.5
부산광역시,수영구,부산광역시_수영구,50~54세,총인구(명),13239
부산광역시,수영구,부산광역시_수영구,50~54세,총인구_남자(명),6044
부산광역시,수영구,부산광역시_수영구,50~54세,총인구_여자(명),7195
부산광역시,수영구,부산광역시_수영구,50~54세,총인구_성비,84
부산광역시,수영구,부산광역시_수영구,50~54세,내국인(명),13135
부산광역시,수영구,부산광역시_수영구,50~54세,내국인_남자(명),5991
